1,2
2,6
3,4
4,4
5,5
6,1
7,11
8,11
9,3
10,4
11,4
12,3
13,2
14,1
15,18
16,3
17,3
18,5
19,7
20,2
21,2
22,3
23,3
24,4
25,1
26,4
27,3
28,1
29,1
30,28
31,8
32,5
33,1
34,1
35,3
36,2
37,4
38,1
39,11
40,4
41,3
42,1
43,3
44,1
45,3
46,7
47,4
48,1
49,1
50,8
51,2
52,2
53,1
54,4
55,9
56,3
57,5
58,1
59,1
60,1
61,13
62,15
63,5
64,8
65,4
66,9
67,7
68,3
69,3
70,5
71,1
72,1
73,6
74,2
75,11
76,3
77,5
78,2
79,1
80,3
81,1
82,3
83,1
84,5
85,2
86,5
87,7
88,1
89,2
90,3
91,7
92,11
93,2
94,3
95,2
96,3
97,12
98,5
99,2
100,1
101,2
102,2
103,4
104,3
105,4
106,3
107,3
108,6
109,12
110,8
111,2
112,2
113,1
114,2
115,12
116,4
117,3
118,1
119,3
120,1
121,4
122,2
123,8
124,6
125,6
126,1
127,3
128,1
129,3
130,2
131,15
132,4
133,10
134,6
135,1
